HPO-ID	DATABASE-NAME	EXTERNAL-ID	EXTERNAL-NAME
HP:0005679	SNOMEDCT_US	410813000	Contracture of palmar fascia (disorder)
HP:0005679	UMLS	C0013312	"{'Dupuytren Contracture', 'DUPUYTRENS CONTRACTURE', 'Dupuytrens Contracture', 'dupuytren contracture', 'Contracture of palmar fascia', 'contractures dupuytrens', ""Dupuytren's contracture"", ""contracture dupuytrens's"", ""Dupuytren's Contracture"", 'palmar fibromatosis', 'contracture dupuytren', ""dupuytren's contracture"", 'Dupuytren contracture', ""dupytren's contracture"", 'dupuytrens contracture', 'Contracted palmar fascia', ""Contracture, Dupuytren's"", ""CONTRACTURE DUPYTREN'S"", 'contractures dupuytren', 'Contracture, Dupuytren', ""contractures dupuytren's"", 'Hand(s) Dupuytrens Contracture(s)', 'DUPUYTREN CONTRACTURE', ""contracture dupuytren's"", 'fibromatosis palmar', 'Palmar Fibromatosis', ""DUPUYTREN'S CONTRACTURE""}"
HP:0009473	MEDDRA	10010821	None
HP:0009473	SNOMEDCT_US	86414002	Contracture of joint of hand
HP:0009473	UMLS	C0158113	{'Hand contractures', 'Contracture of joint, hand', 'Joint contracture of the hand', 'Contractures involving the hands', 'Jt contracture-hand', 'Contractures of the hands', 'Contractures of hands'}
HP:0005680	UMLS	C4025156	{'Tongue-like lumbar vertebral deformities'}
HP:0008430	UMLS	C4021541	{'Anterior tongue-like protrusion of lumbar vertebral bodies', 'Anterior beaking of lumbar vertebrae'}
HP:0005681	SNOMEDCT_US	410795001	Juvenile rheumatoid arthritis (disorder)
HP:0005681	UMLS	C3714757	{'Juvenile RA', 'Childhood arthritis', 'juvenile chronic arthritis', 'rheumatoid arthritis in children', 'Juvenile Arthritis', 'Rheumatoid arthritis in children', 'Rheumatoid arthritis, juvenile', 'ARTHRITIS, RHEUMATOID, JUVENILE', 'jra', 'children rheumatoid arthritis', 'Juvenile Rheumatoid Arthritis', 'JRA', 'JUVENILE RHEUMATOID ARTHRITIS', 'juvenile ra', 'Juvenile rheumatoid arthritis NOS', 'Juvenile rheumatoid arthritis', 'Juvenile Rheumatoid Arthritis (AQ)', 'juvenile rheumatoid arthritis', 'Juvenile idiopathic arthritis'}
HP:0005682	UMLS	C4025155	{'Fusion of the subtalar joint', 'Talocalcaneal synostosis'}
HP:0005682	UMLS	C4255214	{'Fusion of foot joint'}
HP:0008368	MSH	D000070604	None
HP:0008368	SNOMEDCT_US	27173008	Tarsal coalitions
HP:0008368	UMLS	C0265654	{'Synostosis of tarsal bones', 'TARSAL FUSION', 'Tarsal synostoses', 'Tarsal Synostosis', 'Tarsal fusion', 'Tarsal Coalitions', 'Tarsal fusions', 'Tarsal coalitions', 'Synostosis involving tarsal bones', 'tarsal coalition', 'Tarsal coalition', 'tarsal coalitions', 'Tarsal Synostoses', 'Tarsal bone fusion', 'Fused ankle bones', 'tarsal bar', 'TARSAL COALITION', 'Synostosis, Tarsal', 'Tarsal Coalition', 'Synostoses, Tarsal', 'Tarsal bone synostosis', 'Tarsal synostosis'}
HP:0005686	UMLS	C1855845	{'Patchy increase of bone mineral density', 'Uneven increase in bone density', 'Patchy osteosclerosis'}
HP:0010658	UMLS	C4023754	{'Patchy changes of bone mineral density'}
HP:0005687	UMLS	C4025154	{'Deformed humeral heads', 'Deformed head of long bone in upper arm'}
HP:0005688	UMLS	C4025153	{'Dysplastic distal thumb phalanges with a central hole'}
HP:0005689	UMLS	C4025152	{'Dermatoglyphic ridges abnormal'}
HP:0005692	UMLS	C3553764	{'Joint hyperflexibility', 'Joints move beyond expected range of motion'}
HP:0005694	UMLS	C3152021	{'Partial fusion of proximal row of carpal bones', 'Partial fusion of innermost row of wrist bones'}
HP:0005696	MSH	C562429	None
HP:0005696	SNOMEDCT_US	715704001	Postaxial polydactyly type A (disorder)
HP:0005696	UMLS	C3887487	{'POSTAXIAL POLYDACTYLY, TYPE A', 'Postaxial polydactyly type A', 'PAPA', 'Postaxial Polydactyly, Type A', 'Postaxial polydactyly, type A'}
HP:0005700	UMLS	C4025151	{'Increased bone density with cystic changes'}
HP:0005701	MSH	D004687	Enchondromatosis
HP:0005701	SNOMEDCT_US	268274005	Multiple enchondromata
HP:0005701	UMLS	C0014084	"{'DYSCHONDROPLASIA', ""Ollier's disease"", 'enchondromatosis multiple', ""Ollier's Disease"", 'Multiple Enchondromas', 'ENCHONDROMATOSIS, MULTIPLE', 'Multiple Enchondroses', 'Enchondromatosis', 'CHONDROMATOSIS, UNILATERAL', 'Enchondromatoses', ""Disease, Ollier's"", 'OLLIERS DIS', 'OLLIER DISEASE', 'multiple enchondromas', 'ENCHONDROSES, MULTIPLE, CARTILAGINOUS', 'ENCHONDROMATOSIS, MULTIPLE, OLLIER TYPE', 'enchondromatosis', 'Enchondroses, Multiple', 'Multiple Enchondroma', 'OLLIER DIS', 'Ollier Disease', 'Olliers Disease', 'Multiple Enchondrosis', 'multiple enchondroma', 'Enchondroma, Multiple', 'Disease, Ollier', 'OSTEOCHONDROMATOSIS', 'Enchondromatosis, Multiple', 'Multiple enchondromatosis', 'ollier disease', 'Dyschondroplasia', 'olliers disease', 'Enchondrosis, Multiple', 'Enchondromas, Multiple', ""ollier's disease""}"
HP:0030038	MSH	D002812	Chondroma
HP:0030038	SNOMEDCT_US	31186001	Chondroma
HP:0030038	SNOMEDCT_US	423699002	Enchondroma (morphologic abnormality)
HP:0030038	UMLS	C1704356	{'Enchondroma', 'enchondromas', 'Enchondromas', 'Central Chondroma', 'enchondroma'}
HP:0005707	UMLS	C4021627	{'Bilateral triphalangeal thumbs', 'Bilateral digitalized thumb'}
HP:0005709	SNOMEDCT_US	205145001	2/3 syndactyly of toes
HP:0005709	UMLS	C0432040	{'2-3 toe cutaneous syndactyly', 'Cutaneous 2,3 toe syndactyly', 'Cutaneous syndactyly of second and third toes', 'Cutaneous syndactyly (toes 2-3)', 'Webbed skin of 2nd-3rd toes', 'Cutaneous syndactyly of toes 2/3', '2-3 toe soft tissue syndactyly', 'Complete cutaneous syndactyly of second and third toes'}
HP:0010621	UMLS	C1834737	{'Soft tissue syndactyly of toes', 'Webbed skin of toes', 'Cutaneous syndactyly of feet', 'soft tissue syndactyly of toes', 'Cutaneous syndactyly of toes'}
HP:0005715	UMLS	C4025150	{'Flattened knee epiphyses', 'Flattened end part of knee bone'}
HP:0005716	UMLS	C4021626	{'Lethal skeletal dysplasia', 'Lethal dwarfism identifiable at birth'}
HP:0005720	UMLS	C4025149	{'Shortening of all metacarpals', 'Shortened long bones of hand'}
HP:0010049	UMLS	C1837084	{'Shortened metacarpals', 'Short metacarpals', 'Shortening of metacarpals', 'Short metacarpal', 'Metacarpal hypoplasia', 'Hypoplastic metacarpal', 'short metacarpals', 'Brachymetacarpalia', 'Shortening of the metacarpals', 'Shortened long bone of hand', 'Short metacarpal bones'}
HP:0005722	UMLS	C4025148	{'Double jointed thumb', 'Hyperextensible thumb'}
HP:0005723	UMLS	C4025147	{'Shoe-shaped sella turcica'}
HP:0005725	MSH	C536562	None
HP:0005725	UMLS	C2931238	{'TRIPHALANGEAL THUMB, NONOPPOSABLE', 'Non-opposable triphalangeal thumb', 'Triphalangeal thumb non opposable', 'Triphalangeal Thumb, Nonopposable', 'Nonopposable triphalangeal thumb'}
HP:0005726	UMLS	C4025146	{'Thumbs hypoplastic with bulbous tips', 'Short thumbs with bulbous tips'}
HP:0009778	MSH	C536903	None
HP:0009778	SNOMEDCT_US	253936008	Hypoplastic thumb
HP:0009778	UMLS	C0431890	{'Congenital Malformation of Thumb', 'Short thumbs', 'hypoplastic thumb', 'Hypoplastic/small thumb', 'Short thumb', 'Thumb Hypoplasia', 'Hypoplastic thumb(s)', 'hypoplasia thumbs', 'Hypoplastic thumbs', 'Small thumbs', 'thumb brachydactyly', 'Hypoplasia of thumb', 'Thumb hypoplasia', 'hypoplastic thumbs', 'thumb hypoplasia', 'Hypoplastic thumb', 'Thumb brachydactyly', 'Thumb hypoplastic'}
HP:0005733	UMLS	C4021625	{'Spinal stenosis due to short pedicles', 'Spinal stenosis with reduced interpedicular distance'}
HP:0005736	UMLS	C1850259	{'Short shinbone', 'Short tibia', 'Short skankbone', 'Hypoplasia of the tibia', 'Hypoplastic tibia', 'Short tibiae', 'Hypoplastic tibiae'}
HP:0005772	UMLS	C1969181	{'Absent/small shankbone', 'Absent/small shinbone', 'Absent/hypoplastic tibia', 'Absent/underdeveloped shankbone', 'Absent/underdeveloped shinbone', 'Aplastic/hypoplastic tibia', 'Aplasia/Hypoplasia of the tibia'}
HP:0005739	UMLS	C3149878	{'Posterior subluxation of radial head'}
HP:0005743	ICD-10	M91.1	Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes]
HP:0005743	MSH	D007873	Legg-Calve-Perthes Disease
HP:0005743	SNOMEDCT_US	111255008	Avascular necrosis of the capital femoral epiphysis
HP:0005743	SNOMEDCT_US	240241003	Coxa plana
HP:0005743	UMLS	C0023234	"{'Legg-Calv\\xc3\\xa9-Perthes Disease', 'calve disease legg perthes', 'legg perthes disease', 'Pseudocoxalgia', 'calve disease legg perthe', 'Perthes Disease', 'Legg-Perthes Disease', 'legg perthe disease', 'COXA PLANA', 'disease leggs perthes', 'Disease, Legg-Calv\\xc3\\xa9-Perthes', 'Disease, Legg-Perthes', 'Osteochondritis Deforman', 'PERTHES DIS', 'calve diseases legg perthes', 'coxa plana', 'Legg-Calve-Perthes Disease', 'Legg-Perthes disease', 'Morbus Legg-Calve-Perthes', 'Legg Calve Perthes Syndrome', 'perthes disease', 'LCPD', 'Syndrome, Legg-Calve-Perthes', 'Osteochondrosis of the femoral head', 'disease legg-calve-perthes', 'PERTHES DISEASE', 'Disease, Legg-Calve-Perthes', 'Legg-Calve-Perthes Syndrome', 'disease legg perthe', 'Legg-Calve-Perthes syndrome', 'disease legg calve perthe', 'Disease, Perthes', 'Legg-Calv\\xc3\\xa9-Perthes Syndrome', 'Legg Perthes Disease', 'perthe disease', 'Coxa plana', 'legg perthes calve disease', 'LEGG-PERTHES DISEASE', 'LEGG-CALVE-PERTHES DISEASE', ""disease perthes's"", 'Coxa Plana', 'disease legg calves perthe', 'disease legg calve perthes', 'legg calve perthes disease', 'Juvenile osteochondrosis of head of femur', 'LEGG PERTHES DIS', 'Osteonecrosis of the femoral head', 'Legg Calv\\xc3\\xa9 Perthes Disease', 'legg calve perthe disease', ""perthe's disease"", 'perthes legg disease', 'LEGG-CALVE-PERTHES SYNDROME', 'LCP', ""perthes' disease"", 'Legg Calve Perthes Disease', 'disease perthes', 'legg-calve-perthes syndrome', 'pseudocoxalgia', 'Syndrome, Legg-Calv\\xc3\\xa9-Perthes', 'Osteochondrosis of Legg-Calve-Perthes', 'legg-perthes disease', 'Perthes-like femoral head changes', 'Avascular necrosis of the capital femoral epiphysis', 'legg-calve-perthes disease', 'Osteochondritis Deformans', 'Legg Perthes disease', 'Legg Calve Perthes disease', 'Legg Calv\\xc3\\xa9 Perthes Syndrome', 'disease legg calves perthes', 'OSTEOCHONDROSIS, CAPITAL FEMORAL EPIPHYSIS'}"
HP:0100323	UMLS	C4020710	{'Aseptic epiphyseal necrosis'}
HP:0100323	UMLS	C4022146	{'Juvenile aseptic necrosis'}
HP:0005745	UMLS	C4025144	{'Congenital foot contractures'}
HP:0005746	UMLS	C4021624	{'Osteosclerosis of the skull base', 'Osteosclerosis of the base of the skull'}
HP:0005747	UMLS	C4025143	{'Easily subluxated first metacarpophalangeal joints'}
HP:0005752	UMLS	C4025142	{'Flattened moderately deformed vertebrae'}
HP:0005756	UMLS	C4021623	{'Speckled calcifications in bone end parts in neonates', 'Neonatal epiphyseal stippling', 'Epiphyseal stippling in neonates'}
HP:0005758	MSH	D010985	Platybasia
HP:0005758	SNOMEDCT_US	86587003	Platybasia
HP:0005758	UMLS	C0032209	{'Obtuse basal angle of skull base', 'Increased basal angle of skull base', 'Basilar Impression', 'Platybasias', 'platybasia', 'Impressions, Basilar', 'Impression, Basilar', 'Flattening of the skull base', 'Basilar Impressions', 'Platybasia'}
HP:0005759	UMLS	C4025141	{'Small flat posterior fossa', 'Small and flat posterior skull bones', 'Small and flat posterior fossa of skull'}
HP:0040010	UMLS	C4022496	{'Small posterior fossa'}
HP:0040011	UMLS	C4022495	{'Flat posterior fossa'}
HP:0005764	MSH	D001168	Arthritis
HP:0005764	SNOMEDCT_US	416956002	Undifferentiated inflammatory polyarthritis (disorder)
HP:0005764	SNOMEDCT_US	417373000	Inflammatory polyarthropathy (disorder)
HP:0005764	UMLS	C0162323	{'Polyarticular arthritis', 'inflammatory polyarthropathy', 'ARTHRITIS, MULTIPLE JOINT INVOLVEMENT', 'Polyarthritides', 'Unspecified inflammatory polyarthropathy', 'polyarticular arthritis', 'polyarthritis', 'Inflammatory polyarthropathy or polyarthritis NOS', 'polyarthropathy inflammatory', 'POLYARTHRITIS', 'Inflamm polyarthrop NOS', 'polyarthritides', 'Polyarthritis', 'Polyarticular Arthritis'}
HP:0005765	SNOMEDCT_US	95478002	Congenital sacral meningocele
HP:0005765	UMLS	C0521556	{'Sacral Meningocele', 'Congenital Sacral Meningocele', 'Sacral Meningomyelocele', 'Sacral Myelomeningocele', 'Sacral meningocele', 'sacral meningocele'}
HP:0005766	UMLS	C3806516	{'Disproportionate shortening of the tibia', 'Disproportionate shortening of the shinbone', 'Disproportionate shortening of the shankbone'}
HP:0005767	UMLS	C4025140	{'Webbed 1st-2nd toes', '1-2 toe complete cutaneous syndactyly'}
HP:0005768	UMLS	C4021622	{'Webbed second, third and fourth toes', 'Webbed 2nd, 3rd and 4th toes', 'Soft tissue syndactyly of toes 2, 3, and 4', '2-4 toe cutaneous syndactyly'}
HP:0005769	UMLS	C4025139	{'Fifth finger distal phalanx clinodactyly'}
HP:0005769	UMLS	C4280477	{'Curvature of outermost bone of little finger', 'Curvature of outermost bone of pinkie finger', 'Curvature of outermost bone of pinky finger'}
HP:0005773	UMLS	C1855299	{'Forearm undergrowth', 'Hypoplasia involving forearm bones', 'Short forearms', 'Short forearm bones', 'Shortened forearm'}
HP:0005775	UMLS	C4025138	{'Multiple skeletal anomalies'}
HP:0005776	UMLS	C4025137	{'Carpal bone malsegmentation'}
HP:0005780	UMLS	C4021621	{'No fourth finger distal interphalangeal crease', 'Absent fourth finger distal interphalangeal crease'}
HP:0005781	UMLS	C1859698	{'Contractures of the large joints', 'Contractures of large joints'}
HP:0005787	UMLS	C4025136	{'Lumbar platyspondyly'}
HP:0005788	UMLS	C4025135	{'Abnormal cervical myelogram'}
HP:0005789	UMLS	C1843331	{'Osteosclerosis, generalized', 'Generalized osteosclerosis', 'Osteosclerosis, diffuse symmetrical', 'Diffuse, symmetrical osteosclerosis'}
HP:0005789	UMLS	C4280476	{'Increased bone density in skeletal bones'}
HP:0005790	UMLS	C4025134	{'Bilateral hypoplasia of mandibular condylar head', 'Bilateral hypoplasia of condylar process of mandible', 'Bilateral hypoplasia of mandibular condylar neck', 'Short condylar process of mandible', 'Decreased length of condylar process of mandible', 'Decreased height of condylar process of mandible', 'Short mandibular condyles'}
HP:0005790	UMLS	C4280474	{'Short condylar neck of mandible'}
HP:0005790	UMLS	C4280475	{'Short condylar head of mandible'}
HP:3000077	UMLS	C4073284	{'Abnormality of mandible condylar process', 'Abnormal mandible condylar process morphology'}
HP:0005791	UMLS	C4025133	{'Cortical thickening of long bone diaphyses'}
HP:0005792	UMLS	C1832117	{'Short humeri', 'Short upper arms', 'Short long bone of upper arm', 'Short humerus', 'Humeral hypoplasia', 'Hypoplastic humerus', 'Humeral shortening'}
HP:0005793	UMLS	C4025132	{'Shortening of all distal phalanges of the toes', 'Shortening of all outermost bone of the toes'}
HP:0005798	MSH	C566728	None
HP:0005798	UMLS	C1867398	{'Posterior radial head dislocation', 'Radial Heads, Posterior Dislocation Of', 'RADIAL HEADS, POSTERIOR DISLOCATION OF', 'Congenital Posterior Dislocation of the Radial Head'}
HP:0005802	UMLS	C4025130	{'Coalescence of tarsal bones'}
HP:0005807	UMLS	C1861339	{'Absent distal phalanges', 'Absent outermost digital bones'}
HP:0009835	UMLS	C1861336	{'Aplasia/Hypoplasia of the distal phalanges of the hand', 'Hypoplastic/aplastic distal phalanges', 'Absent/small outermost finger bone of the hand', 'Hypoplastic/aplastic distal phalanx', 'Absent/hypoplastic distal phalanges', 'Aplastic/hypoplastic distal phalanges', 'Aplasia/Hypoplasia of the distal phalanges', 'Hypoplastic to absent terminal phalanges', 'Absent/underdeveloped outermost finger bone of the hand', 'Small or absent distal phalanges'}
HP:0005817	UMLS	C4021824	{'Postaxial polysyndactyly of foot'}
HP:0009381	SNOMEDCT_US	249765007	Short finger
HP:0009381	UMLS	C0239594	{'FINGER SHORTNESS', 'Short finger', 'short finger', 'Short fingers', 'Stubby finger', 'fingers shortness', 'Stubby fingers', 'fingers short'}
HP:0009381	UMLS	C1844548	{'Short finger', 'Hypoplastic digits', 'Hypoplastic finger', 'Hypoplastic fingers', 'Hypoplastic/small fingers'}
HP:0009803	UMLS	C0877165	{'Phalangeal hypoplasia', 'Short phalanges', 'Hypoplastic/small phalanges of the hand', 'Short finger bones', 'Rudimentary phalanges', 'Short phalanx of finger', 'Hypoplastic phalanges of hands', 'Shortened phalanges', 'Hypoplastic phalanges'}
HP:0009843	UMLS	C1862152	{'Aplasia/Hypoplasia of the middle phalanges of the hand', 'Absent/hypoplastic middle phalanges', 'Aplasia/hypoplasia of middle phalanges', 'Absent/underdeveloped middle finger bone of the hand', 'Short to absent middle phalanges', 'Short/absent middle phalanges', 'Aplastic/hypoplastic middle phalanges', 'Absent/small middle finger bone of the hand', 'Hypoplastic/aplastic middle phalanx'}
HP:0005820	UMLS	C4025129	{'Superior rib anomalies'}
HP:0005824	UMLS	C4021620	{'Clinodactyly of second toes', 'Clinodactyly of the 2nd toe'}
HP:0005824	UMLS	C4280473	{'Curvature of 2nd toe'}
HP:0010326	UMLS	C4021297	{'Displacement of the 2nd toe', 'Deviation of the 2nd toe'}
HP:0005825	UMLS	C4025128	{'Mixed sclerosis of humeral metaphyses'}
HP:0005828	UMLS	C3805920	{'Transient pulmonary infiltrates'}
HP:0005829	UMLS	C3149879	{'Maldevelopment of radioulnar joint'}
HP:0030044	UMLS	C1839864	{'Flexion contractures of the digits', 'Flexion contracture of digit'}
HP:0100492	UMLS	C4022042	{'Joint contractures involving the joints of the feet'}
HP:0005831	MSH	C566196	None
HP:0005831	UMLS	C1862112	{'Brachydactyly, Type B1', 'BDB', 'BRACHYDACTYLY, TYPE B', 'Brachydactyly, Type B', 'BRACHYDACTYLY, TYPE B1', 'BDB1', 'Type B brachydactyly'}
HP:0005832	UMLS	C1859444	{'Dysharmonic delayed bone age', 'Delayed and dysharmonic bone age'}
HP:0200000	UMLS	C4020918	{'Dysharmonic bone age', 'Dysharmonic skeletal maturation'}
HP:0005841	UMLS	C1859135	{'Calcific stippling of infantile cartilaginous skeleton'}
HP:0005844	UMLS	C4025126	{'Rounded middle bone of finger', 'Rounded middle phalanx of finger'}
HP:0009833	UMLS	C4024191	{'Abnormality of the middle phalanges of the hand', 'Abnormal middle phalanx morphology of the hand', 'Abnormality of the middle finger bones of the hand'}
HP:0005848	UMLS	C1860162	{'Notched outermost bone of thumb', 'Bifid distal phalanx of thumb', 'Notched outermost bone of the thumb', 'Bifid thumb distal phalanx', 'Notched terminal thumb phalanx', 'Incipient distal thumb phalanx duplication', 'Bifid distal phalanx of the thumb', 'Bifid terminal phalanges of thumbs'}
HP:0005849	UMLS	C4025125	{'Diffuse cerebral calcification'}
HP:0005850	MSH	D005413	Flatfoot
HP:0005850	SNOMEDCT_US	205083002	Congenital clubfoot - valgus
HP:0005850	SNOMEDCT_US	31668003	Talipes calcaneovalgus
HP:0005850	UMLS	C0152237	{'Calcaneovalgus, Talipes', 'talipes calcaneovalgus', 'Acquired Adult Flatfoot Deformity', 'calcaneovalgus talipes', 'Flatfoot, Flexible', 'Talipes calcaneovalgus', 'Flexible Flatfoot', 'Talipes Calcaneovalgus', 'Pes calcaneovarus'}
HP:0005852	UMLS	C4025124	{'Limited elbow extension and supination'}
HP:0005853	UMLS	C4025123	{'Congenital foot contraction deformities'}
HP:0005855	UMLS	C1853171	{'Multiple fractures present at birth', 'Numerous multiple fractures present at birth', 'Multiple prenatal fractures', 'Numerous multiple fractures that are present at birth', 'Multiple fractures, present at birth', 'Congenital bone fractures'}
HP:0005856	UMLS	C4021619	{'Ulnar radial head dislocation', 'Ulnar dislocation of radial heads'}
HP:0005857	SNOMEDCT_US	32232003	Spina bifida of cervical region
HP:0005857	UMLS	C0266501	{'Cervical spina bifida', 'cervical spina bifida'}
HP:0005863	MSH	C566194	None
HP:0005863	UMLS	C1862102	{'BDE1', 'BDE', 'BRACHYDACTYLY, TYPE E1', 'BRACHYDACTYLY, TYPE E', 'Brachydactyly, Type E', 'Brachydactyly, type E', 'Type E brachydactyly'}
HP:0005864	MSH	D011542	Pseudarthrosis
HP:0005864	SNOMEDCT_US	31511007	Pseudoarthrosis
HP:0005864	SNOMEDCT_US	410818009	Pseudoarthrosis (disorder)
HP:0005864	UMLS	C0033785	{'pseudarthroses', 'pseudoarthrosis', 'Pseudoarthrosis', 'pseudarthrosis', 'pseudoarthroses', 'neoarthrosis', 'Pseudarthroses', 'Pseudarthrosis', 'Pseudoarthroses'}
HP:0005866	UMLS	C4025122	{'Opposable triphalangeal thumb'}
HP:0005867	UMLS	C1859768	{'Fused 4th-5th metacarpals', 'Fused 4th-5th long bones of hand', 'Fused fourth and fifth metacarpals'}
HP:0009707	UMLS	C4024226	{'Fusion involving the 4th long bone of hand', 'Synostosis involving the 4th metacarpal'}
HP:0005868	UMLS	C4025121	{'Metaphyseal enchondromatosis'}
HP:0005871	SNOMEDCT_US	28681006	Metaphyseal chondrodysplasia
HP:0005871	UMLS	C0265290	{'Metaphyseal dysostosis', 'metaphyseal dysostosis', 'Metaphyseal chondrodysplasia'}
HP:0100255	MSH	C536252	None
HP:0100255	SNOMEDCT_US	27837003	Pyle metaphyseal dysplasia
HP:0100255	UMLS	C0265294	{'PYL', 'Metaphyseal dysplasia with little involvement of the cranial bones', 'pyle disease', 'Edwin Pyle disease', 'PYLE DISEASE', 'METAPHYSEAL DYSPLASIA', 'pyles', 'Pyle metaphyseal dysplasia', 'metaphyseal dysplasia', 'pyle', 'Metaphyseal dysplasia', 'Pyle disease'}
HP:0005872	UMLS	C1847408	{'Brachytelomesophalangy', 'Short middle and distal phalanges of digits ii through v', 'Progressive brachydactyly of middle and distal phalanges'}
HP:0005873	UMLS	C4021618	{'Polysyndactyly of hallux', 'Polysyndactyly of great toe', 'Polysyndactyly of big toe'}
HP:0005875	UMLS	C4025120	{'Increased dermatoglyphic whorls'}
HP:0005876	UMLS	C3279322	{'Progressive flexion contractures', 'Joint contractures, progressive'}
HP:0005877	UMLS	C4025119	{'Multiple small vertebral fractures'}
HP:0005878	UMLS	C4025118	{'Enlarged sagittal diameter of the cervical canal'}
HP:0005879	UMLS	C1393871	{'Congenital finger flexion contractures', 'Congenital finger contractures'}
HP:0005880	UMLS	C4025117	{'Fused long bone of hand with innermost finger bone', 'Metacarpophalangeal synostosis'}
HP:0009701	UMLS	C4021398	{'Synostosis involving metacarpal bones', 'Synostosis involving the metacarpal bones', 'Metacarpal synostosis', 'Fused long bones of hand'}
HP:0005881	SNOMEDCT_US	240220009	Spinal instability
HP:0005881	UMLS	C0410648	{'Spinal instability', 'spinal instability'}
HP:0005882	UMLS	C4025116	{'Dermatoglyphic variants'}
HP:0005885	UMLS	C4025115	{'Absent ossification of cervical vertebral bodies'}
HP:0005886	UMLS	C4025114	{'Aphalangy of the hands'}
HP:0009767	UMLS	C1848670	{'Aplastic/hypoplastic phalanges', 'Aplastic/hypoplastic phalanges of the hand', 'Aplasia/Hypoplasia of the phalanges of the hand', 'Hypoplastic/absent phalanges'}
HP:0005890	MSH	C564168	None
HP:0005890	UMLS	C1840404	{'Overgrowth of the inner surface of the skull bones', 'Hyperostosis cranialis interna', 'Hyperostosis of the internal surface of the cranial bones', 'Hyperostosis of the internal surface of the cranial bone', 'Excessive growth of inner surface of the skull bones', 'HCIN', 'HYPEROSTOSIS CRANIALIS INTERNA', 'Hyperostosis Cranialis Interna'}
HP:0005890	UMLS	C4280468	{'Thick internal surface of the cranial bones', 'Enlargement of the inner surface of the skull bones'}
HP:0005890	UMLS	C4280469	{'Thick inner surface of the skull bones'}
HP:0005890	UMLS	C4280470	{'Overgrowth of the inside of the skull'}
HP:0005890	UMLS	C4280471	{'Increased ossification of the internal surface of the cranial bones'}
HP:0005890	UMLS	C4280472	{'Hypertrophy of the internal surface of the cranial bones'}
HP:0005891	UMLS	C3152020	{'Progressive forearm curvature', 'Progressive forearm bowing'}
HP:0006383	UMLS	C1857137	{'Progressive bowing of long bones'}
HP:0005892	UMLS	C4025113	{'Fusion of innermost shinbone and calf bone', 'Proximal tibial and fibular fusion'}
HP:0005928	UMLS	C4025104	{'Bone fusion involving the calf bones', 'Synostosis involving the fibula'}
HP:0005929	UMLS	C4025103	{'Synostosis involving the tibia', 'Bone fusion involving the shinbone'}
HP:0005894	UMLS	C4025112	{'Double first metacarpals', 'Double 1st long bones of hand'}
HP:0005895	UMLS	C4025111	{'Radial deviation of thumb terminal phalanx'}
HP:0005897	UMLS	C1859443	{'Severe generalized osteoporosis', 'Severe, generalized osteoporosis', 'Severe osteoporosis', 'Osteoporosis, severe'}
HP:0005899	SNOMEDCT_US	28681006	Metaphyseal chondrodysplasia
HP:0005899	UMLS	C0265290	{'Metaphyseal dysostosis', 'metaphyseal dysostosis', 'Metaphyseal chondrodysplasia'}
HP:0005900	UMLS	C3276324	{'Fifth metacarpal with ulnar notch', 'Fifth metacarpal notched on ulnar side'}
HP:0010013	UMLS	C4024110	{'Abnormality of the 5th long bone of hand', 'Abnormality of the 5th metacarpal'}
HP:0005906	UMLS	C4021617	{'Delayed pneumatization of the mastoid process', 'Mastoid processes poorly pneumatized'}
HP:0005910	UMLS	C4021616	{'Rhomboid or triangular shaped 5th finger middle phalanx', 'Rhomboid or triangular shaped fifth finger middle phalanx'}
HP:0009182	UMLS	C4024552	{'Triangular shaped middle pinky finger bone', 'Triangular shaped middle phalanx of the 5th finger', 'Triangular shaped middle little finger bone', 'Triangular shaped middle pinkie finger bone'}
HP:0005913	UMLS	C4025110	{'Abnormality of metacarpal epiphyses', 'Abnormality of end part of long bone of hand'}
HP:0005914	UMLS	C1836192	{'Aplastic/hypoplastic metacarpals', 'Absent or hypoplastic metacarpals', 'Metacarpal shortening', 'Hypoplastic/absent metacarpal bones', 'Aplasia/Hypoplasia involving the metacarpal bones', 'Metacarpal hypoplasia', 'Hypoplastic metacarpals', 'Absent/underdeveloped long bones of hand', 'Absent/small long bones of hand', 'Metacarpal aplasia/hypoplasia', 'Hypoplastic metacarpal bones', 'Hypoplastic/absent metacarpals'}
HP:0005920	UMLS	C4021613	{'Abnormal epiphysis morphology of the phalanges of the hand', 'Abnormality of the epiphyses of the phalanges of the hand', 'Abnormality of the end part of the hand bones', 'Abnormality of the epiphyses of the fingers'}
HP:0005925	UMLS	C4025106	{'Abnormalities of shaft of long bone of the hand', 'Abnormalities of the diaphyses of the hand'}
HP:0006496	UMLS	C4025035	{'Absent/small bones of the upper limbs', 'Absent/underdeveloped bones of the upper limbs', 'Aplasia/hypoplasia involving bones of the upper limbs'}
HP:0009138	UMLS	C4024577	{'Fusion involving the bones of the lower limbs', 'Synostosis involving bones of the lower limbs'}
HP:0005934	UMLS	C4025101	{'Imperfect vocal cord adduction'}
HP:0005938	UMLS	C4025100	{'Abnormal respiratory motile cilium morphology'}
HP:0012253	UMLS	C4022991	{'Abnormal respiratory epithelium morphology'}
